,SM1_Dz(i),SM1_Dz(p),AMR,SpPosA_B(p),T(N..O),CATS2D_02_DA,DLS_cons,P_VSA_MR_2
CC=CC=O,0.159649817529538,-0.788457360364272,22.1146,1.2466376617468,0,0,0.823809523809524,25.1449270324178
C1CCNC1,0.203104095976482,-0.470003629245735,22.2336,1.20466024139511,0,0,0.871428571428571,47.0844079863613
CCCCOC(=O)C,0.297285808594481,-1.22377543162212,31.286,1.15096042279254,0,0,0.952380952380952,59.6870189132048
CC(C)CCOC(=O)C,0.297285808594465,-1.22377543162212,35.8346,1.17536116616688,0,0,0.952380952380952,59.6870189132048
CCCCCCC(C)O,0.159649817529537,-0.788457360364261,40.3557,1.16833122745013,0,0,0.852380952380952,58.8555099829516
CCCCCCCC(=O)O,0.29728580859447,-1.22377543162212,40.2756,1.15749611674541,0,1,0.952380952380952,67.828270193339
CCCCCCCCCCCCCC(=O)OC,0.297285808594452,-1.22377543162212,72.6507,1.18456159008859,0,0,0.711904761904762,36.1448149200242
CCCCCCCC=O,0.159649817529548,-0.788457360364265,39.3502,1.20001847176788,0,0,0.90952380952381,25.1449270324178
CCCCCCCCC=O,0.159649817529563,-0.788457360364259,43.9512,1.19543065069263,0,0,0.90952380952381,25.1449270324178
CNC,0.203104095976483,-0.470003629245736,14.6934,1.12631791085507,0,0,0.871428571428571,0.0
CC1=CCCC(C1C=CC(=O)C)(C)C,0.159649817529548,-0.788457360364265,62.1638,1.267326559195,0,0,0.938095238095238,25.1449270324178
COC(=O)C1=CC=CC=C1C(=O)OC,0.526147639863784,-1.75785791755237,49.113,1.20239419365837,0,0,0.752380952380952,72.2896298400484
CC(C)CCCCCCC=O,0.159649817529539,-0.788457360364255,48.4998,1.21106833772552,0,0,0.880952380952381,25.1449270324178
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,0.451966941759573,-1.38629436111989,71.6531,1.267513373834,8,0,0.871428571428571,59.6870189132048
CCC1=NC(=CN=C1C)C,0.371839380458504,-0.788457360364277,40.1456,1.25294392228664,0,0,0.880952380952381,0.0
COC(=O)C1=CC=CC=C1N,0.451966941759572,-1.38629436111989,42.2859,1.22212277051258,8,0,0.752380952380952,36.1448149200242
CC1=CCC2C(C1)C2(C)C,0.0,0.0,44.7223,1.26944835544943,0,0,0.819047619047619,0.0
C1=COC(=C1)CSCC2=CC=CO2,0.230556011029641,-1.10090964771679,53.1939,1.34386696471221,0,0,0.852380952380952,19.0146925724974
COCC1=CC=CO1,0.297285808594477,-1.22377543162212,30.016,1.25737295402869,0,0,0.852380952380952,9.50734628624871
CSC(=O)C1=CC=CO1,0.230556011029663,-1.1009096477168,36.4197,1.32572810401907,0,0,0.752380952380952,34.6522733186665
CCC(C)CO,0.159649817529544,-0.788457360364273,26.6063,1.13194702887231,0,0,0.852380952380952,11.7711019965903
CCCCOC(=O)C(C)O,0.418249702467577,-1.52605630349505,37.5566,1.12884519747066,0,0,0.952380952380952,95.0003249029758
CC1=CCC(CC1)C(=C)C,0.0,0.0,46.4803,1.27218825675225,0,0,0.842857142857143,0.0
CC1=CCCC(=C)C2CC(C2CC1)(C)C,0.0,0.0,67.4524,1.27702839656666,0,0,0.807142857142857,0.0
CCC1=NC=CN=C1,0.371839380458504,-0.788457360364269,30.9626,1.24859623207174,0,0,0.852380952380952,0.0
CC1=NC=CN=C1CC(C)C,0.371839380458508,-0.788457360364269,44.7037,1.26760970036468,0,0,0.952380952380952,0.0
CCC(C)N,0.203104095976485,-0.470003629245736,23.6092,1.13034984206928,0,0,0.895238095238095,58.8555099829516
CC(=O)OCC1=CC=CC=C1,0.297285808594471,-1.22377543162211,42.0254,1.24135400332222,0,0,0.852380952380952,36.1448149200242
CC1=CC=C(C=C1)OC(=O)C,0.297285808594466,-1.22377543162211,42.2316,1.25557922923957,0,0,0.852380952380952,36.1448149200242
COC1=CC=C(C=C1)CC=C,0.159649817529554,-0.788457360364268,46.8085,1.27518563491184,0,0,0.838095238095238,10.9998878876064
CCOC(=O)C=C,0.297285808594476,-1.22377543162212,26.8836,1.17801616347627,0,0,0.952380952380952,71.4581209097951
CCCCC(=O)OCCC,0.297285808594485,-1.22377543162212,40.5139,1.16089817038703,0,0,0.952380952380952,59.6870189132048
CCOC(=O)C,0.297285808594473,-1.22377543162211,22.1608,1.13783649226666,0,0,0.952380952380952,71.4581209097951
CC(=CC(=O)C)C,0.159649817529534,-0.78845736036427,30.8731,1.2577214867169,0,0,0.938095238095238,25.1449270324178
CCOC(=O)CC(=O)C,0.41824970246758,-1.52605630349505,32.056,1.16808654724394,0,0,0.952380952380952,96.6030479422129
CCCCCC(=O)O,0.297285808594475,-1.22377543162212,31.0736,1.13203178311654,0,1,0.952380952380952,67.828270193339
CCCCCCC,0.0,0.0,34.0092,1.19461837284177,0,0,0.757142857142857,0.0
CC=CC=CC=O,0.159649817529536,-0.788457360364272,32.4332,1.26640732722857,0,0,0.80952380952381,25.1449270324178
CCCCCCOC(=O)C,0.297285808594467,-1.22377543162211,40.488,1.16415458005317,0,0,0.952380952380952,59.6870189132048
CCCCCCCCCCCC(=O)O,0.297285808594489,-1.22377543162214,58.6796,1.17114721369376,0,1,0.888095238095238,67.828270193339
CCCCCCCCCO,0.159649817529524,-0.788457360364279,45.1395,1.16198223170184,0,0,0.852380952380952,23.5422039931806
CCCCCCCCCOC(=O)C,0.297285808594462,-1.22377543162211,54.291,1.17675500870561,0,0,0.9,59.6870189132048
C1=CC=C(C=C1)C=CC=O,0.159649817529548,-0.788457360364266,42.2096,1.30159221238966,0,0,0.738095238095238,25.1449270324178
C1=CN(C=C1)CC2=CC=CO2,0.335257213064668,-1.02961941718115,42.717,1.34399006619021,3,0,0.752380952380952,9.50734628624871
CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N,0.451966941759591,-1.38629436111988,82.4851,1.24426183031503,8,0,1.0,118.542528896156
CCCCCCCCCS,-0.0833296075869878,0.33153147973006,51.2665,1.25722091478734,0,0,0.697619047619048,23.5422039931806
CCC(C)C1CCCCC1=O,0.159649817529542,-0.788457360364268,46.5725,1.21490484032384,0,0,0.880952380952381,25.1449270324178
CCC(C)O,0.159649817529541,-0.788457360364269,21.9517,1.10315708605087,0,0,0.895238095238095,58.8555099829516
CCCCC(CC)C(=O)O,0.297285808594479,-1.22377543162212,40.2491,1.15954726296143,0,1,0.952380952380952,67.828270193339
CC1CCC(C(C1)O)C(C)C,0.159649817529553,-0.788457360364263,47.4447,1.20166422897129,0,0,0.880952380952381,35.313305989771
COC1=CC=C(C=C1)OC,0.297285808594485,-1.22377543162211,38.9844,1.22126145707052,0,0,0.880952380952381,21.9997757752129
CC(=O)SC,0.0826853666186061,-0.591612669735648,23.8561,1.27535163786466,0,0,0.938095238095238,25.1449270324178
CC1=CCC(C1(C)C)CC,0.2031040959765,-0.470003629245735,47.2216,1.29678145197108,0,0,0.938095238095238,0.0
C1=CC=C(C=C1)CC(=O)C(=O)O,0.418249702467587,-1.52605630349505,42.7116,1.23949213053234,0,1,0.752380952380952,92.9731972257567
CCC(C)CO,0.159649817529544,-0.788457360364273,26.6063,1.13194702887231,0,0,0.852380952380952,11.7711019965903
C1CCC(CC1)S,-0.0833296075870058,0.331531479730037,35.4017,1.27906651537368,0,0,0.761904761904762,47.0844079863613
CSCSC,-0.160246349142096,0.580090458267649,31.2143,1.35827895706668,0,0,0.842857142857143,0.0
CC(C1=CC=CC=C1)OC(=O)C,0.297285808594487,-1.22377543162212,46.4436,1.24140734108436,0,0,0.852380952380952,71.4581209097951
CC(C)(C)OC,0.15964981752954,-0.788457360364271,26.8163,1.15379373709284,0,0,0.852380952380952,105.939917969313
CCCCCCCS,-0.0833296075870058,0.331531479730037,42.0645,1.25940518163515,0,0,0.757142857142857,23.5422039931806
CC1CCOC(C1)C=C(C)C,0.159649817529534,-0.788457360364263,48.4907,1.22653833317681,0,0,0.90952380952381,47.0844079863613
CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,0.297285808594454,-1.22377543162212,70.3727,1.21515825792481,0,0,0.942857142857143,71.4581209097951
CCCCCCCCCC(C)O,0.159649817529539,-0.788457360364276,54.1587,1.18025677281801,0,0,0.780952380952381,58.8555099829516
CCCC=CC=O,0.15964981752954,-0.788457360364271,31.3166,1.22786999178455,0,0,0.938095238095238,25.1449270324178
CC1(C2CC1C3(C(C2)O3)C)C,0.159649817529543,-0.788457360364269,43.4046,1.22199095940603,0,0,0.885714285714286,70.6266119795419
CCCCCCCCC(=O)OC,0.297285808594467,-1.22377543162211,49.6457,1.16677290104774,0,0,0.923809523809524,36.1448149200242
CCC=CCCC=CC=O,0.159649817529539,-0.788457360364263,46.2362,1.24823765946625,0,0,0.938095238095238,25.1449270324178
C=CCOC(=O)CC1=CC=CC=C1,0.297285808594502,-1.22377543162211,51.2974,1.25972543474153,0,0,0.852380952380952,36.1448149200242
CCC1=NC=C(N=C1CC)C,0.37183938045851,-0.78845736036427,44.7725,1.24450638229477,0,0,0.952380952380952,0.0
CC(CCCC(C)(C)O)C=C,0.159649817529545,-0.788457360364273,49.586,1.20680220716496,0,0,0.90952380952381,94.1688159727225
CCCCC=CC=O,0.159649817529543,-0.788457360364272,35.9176,1.23178194601689,0,0,0.938095238095238,25.1449270324178
CCCCCCC=CC=O,0.159649817529539,-0.788457360364278,45.1196,1.22492391669702,0,0,0.938095238095238,25.1449270324178
CC1CCCC2(C1(CCCC2)O)C,0.159649817529539,-0.78845736036426,54.5772,1.21063218959699,0,0,0.785714285714286,35.313305989771
CCCCCCCC(=O)OCCC(C)C,0.297285808594457,-1.22377543162211,63.4665,1.19008395940951,0,0,0.888095238095238,59.6870189132048
CCCCCOC(=O)C1=CC=CC=C1O,0.418249702467599,-1.52605630349504,57.7538,1.21506773040295,0,0,1.0,102.370362074126
CCCCCCC(C)OC(=O)C,0.297285808594499,-1.22377543162212,49.5072,1.18197113803885,0,0,0.923809523809524,95.0003249029758
CCCCOC(=O)C1=CC=CC=C1O,0.418249702467599,-1.52605630349504,53.1528,1.21205415161676,0,0,0.952380952380952,102.370362074126
CCCCCC=CC=O,0.15964981752954,-0.788457360364267,40.5186,1.22477142492811,0,0,0.938095238095238,25.1449270324178
CC1=CCC(CC1O)C(=C)C,0.159649817529537,-0.788457360364273,47.9954,1.24755784939507,0,0,0.938095238095238,23.5422039931806
CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,0.159649817529569,-0.788457360364278,81.5802,1.28429228849815,0,0,0.854761904761905,25.1449270324178
CCCCC=CC=CC=O,0.159649817529527,-0.788457360364265,46.2362,1.2499880016025,0,0,0.938095238095238,25.1449270324178
C=CCSSCC=C,-0.160246349142092,0.580090458267652,45.3058,1.38749618780059,0,0,0.842857142857143,0.0
CCCSSCC=C,-0.160246349142091,0.580090458267644,45.4153,1.35540938482421,0,0,0.842857142857143,23.5422039931806
CCCCCC(=O)OCCC(C)C,0.297285808594428,-1.22377543162212,54.2645,1.17973478769701,0,0,0.923809523809524,59.6870189132048
CC1CCC(C(C1)O)C(C)C,0.159649817529553,-0.788457360364263,47.4447,1.20166422897129,0,0,0.880952380952381,35.313305989771
CC1=CCC(CC1=O)C(=C)C,0.159649817529537,-0.788457360364268,47.1735,1.27846966374891,0,0,0.938095238095238,25.1449270324178
CCCCCC1=CC=CC=N1,0.203104095976469,-0.47000362924573,46.9225,1.25893250862427,0,0,0.938095238095238,0.0
CC1=CCC(CC1)C(C)(CCC=C(C)C)O,0.159649817529575,-0.788457360364272,72.1863,1.22848891748716,0,0,0.885714285714286,70.6266119795419
CC1CCC(C(C1)O)C(C)C,0.159649817529553,-0.788457360364263,47.4447,1.20166422897129,0,0,0.880952380952381,35.313305989771
CC1(C2CCC1(C(C2)(C)O)C)C,0.159649817529537,-0.788457360364267,49.9515,1.22763342325532,0,0,0.785714285714286,58.8555099829516
CC1=NC=CN=C1C(=O)C,0.484584312560764,-1.22377543162211,36.3665,1.25646774172469,7,0,0.852380952380952,25.1449270324178
CC(CCC=C(C)C)CC=O,0.159649817529545,-0.788457360364279,49.2974,1.23808309485749,0,0,0.90952380952381,25.1449270324178
CC1NCCS1,0.129535921349038,-0.188055088641717,29.5941,1.29358007899203,0,0,0.914285714285714,35.313305989771
CCC(C)COC(=O)C(C)CC,0.29728580859446,-1.22377543162212,49.5602,1.17249657895268,0,0,0.923809523809524,47.9159169166145
CCCCCC(C=C)O,0.159649817529543,-0.788457360364267,40.1694,1.18482162740824,0,0,0.90952380952381,23.5422039931806
CC(C)CC1=NC=CN=C1OC,0.484584312560757,-1.22377543162213,46.8889,1.22474624743401,5,0,0.952380952380952,10.9998878876064
CCCCCCCC=CC=O,0.159649817529542,-0.788457360364276,49.7206,1.2269520944273,0,0,0.90952380952381,25.1449270324178
CC(C)(C)C1=C(C=CC(=C1)OC)O,0.297285808594469,-1.22377543162212,52.8812,1.23005090932751,0,0,0.952380952380952,53.6832310485276
CC1=C(C=CS1)S,-0.160246349142098,0.580090458267648,37.9636,1.49467213160249,0,0,0.690476190476191,0.0
CCCCCOC(=O)CC(C)C,0.297285808594483,-1.22377543162212,49.6635,1.1875760601672,0,0,0.923809523809524,59.6870189132048
CCCCCC=CC=O,0.15964981752954,-0.788457360364267,40.5186,1.22477142492811,0,0,0.938095238095238,25.1449270324178
CC=CC1=CC=C(C=C1)OC,0.159649817529531,-0.788457360364269,47.881,1.27370215533864,0,0,0.838095238095238,10.9998878876064
CCCCC(C)O,0.159649817529545,-0.788457360364269,31.1537,1.15600273374626,0,0,0.852380952380952,58.8555099829516
CC(C)CCCCCO,0.159649817529539,-0.788457360364267,40.4861,1.17518321579051,0,0,0.852380952380952,23.5422039931806
CCC1C(=O)C(=C(O1)C)O,0.418249702467588,-1.52605630349505,37.604,1.16851746450324,0,0,0.952380952380952,126.683780176291
CCCCCC1=CC=CC(=O)O1,0.297285808594489,-1.22377543162211,50.3163,1.2258624648562,0,0,0.952380952380952,59.6870189132048
CCCCCC(=O)C=CC,0.159649817529545,-0.788457360364263,45.021,1.22355785722671,0,0,0.938095238095238,25.1449270324178
CCCCCC1CCCC(=O)O1,0.297285808594481,-1.22377543162213,47.6541,1.18400396780437,0,0,0.952380952380952,83.2292229063855
CC(C)CC(=O)OCC=C,0.297285808594473,-1.22377543162212,40.352,1.20180294908892,0,0,0.952380952380952,36.1448149200242
CC1C(=C(C(=O)O1)O)C,0.418249702467584,-1.52605630349505,31.6282,1.16640933145644,0,0,0.928571428571429,114.141464070716
C1=CSC=N1,0.129535921349035,-0.188055088641715,23.2107,1.43434129766096,0,0,0.714285714285714,0.0
CC1=NC=CN=C1SC,0.310054923303503,-0.591612669735647,39.5557,1.30860988863017,0,0,0.852380952380952,0.0
C1SSCSSS1,-0.360816356439282,1.08704565229664,47.4353,1.57173763495309,0,0,0.79047619047619,0.0
CSS(=O)(=O)C,0.159052929854603,-0.960805101180798,27.8285,1.28762013071167,0,0,0.952380952380952,44.3129520701807
CC1CCOC(C1)C=C(C)C,0.159649817529534,-0.788457360364263,48.4907,1.22653833317681,0,0,0.90952380952381,47.0844079863613
CCCCCCC=CC=CC=O,0.159649817529533,-0.788457360364272,55.4382,1.24062323549131,0,0,0.938095238095238,25.1449270324178
COC1=NC=CN=C1,0.484584312560766,-1.22377543162212,28.5209,1.20504090769962,5,0,0.752380952380952,10.9998878876064
CCC1=CC=CO1,0.159649817529535,-0.788457360364274,28.0393,1.27944674389164,0,0,0.838095238095238,9.50734628624871
CCC(C)C(=O)O,0.297285808594481,-1.22377543162211,26.4461,1.13441989608861,0,1,0.952380952380952,67.828270193339
CSCCC=O,0.0826853666186085,-0.591612669735651,29.0455,1.2644132981375,0,0,0.938095238095238,25.1449270324178
CCCCCCCCCC(=O)O,0.297285808594486,-1.22377543162211,49.4776,1.16759966991108,0,1,0.923809523809524,67.828270193339
CC1CCC(=C(C)C)C(=O)C1,0.159649817529548,-0.78845736036427,47.1294,1.25156494110814,0,0,0.914285714285714,25.1449270324178
CCCCOC(=O)C(C)O,0.418249702467577,-1.52605630349505,37.5566,1.12884519747066,0,0,0.952380952380952,95.0003249029758
CC(CCO)CC(C)(C)C,0.159649817529537,-0.788457360364266,44.9088,1.20021667316702,0,0,0.852380952380952,23.5422039931806
CCSCC,-0.0833296075869976,0.331531479730039,28.6829,1.27435903851453,0,0,0.814285714285714,70.6266119795419
COCCC1=CC=CC=C1,0.159649817529548,-0.788457360364267,42.3797,1.26033587302328,0,0,0.866666666666667,23.5422039931806
CCSSSCC,-0.231667122255087,0.779003724319632,44.2699,1.4099632840302,0,0,0.814285714285714,70.6266119795419
CC1C(=O)C(=C(O1)C)O,0.418249702467582,-1.52605630349505,33.0798,1.16262747724489,0,0,0.914285714285714,138.454882172881
CSSSC,-0.231667122255086,0.779003724319629,34.7739,1.44934927992791,0,0,0.842857142857143,0.0
CCCCCCCCCCCCCCCCO,0.15964981752953,-0.788457360364252,77.3465,1.18684413084858,0,0,0.564285714285714,23.5422039931806
CCCCCC1=CC=CO1,0.159649817529521,-0.788457360364257,41.8423,1.26545884597865,0,0,0.938095238095238,9.50734628624871
CCCC(=O)C(=O)C,0.297285808594474,-1.22377543162211,30.7687,1.20170062557204,0,0,0.952380952380952,50.2898540648355
CCCCCCCC=CC=O,0.159649817529542,-0.788457360364276,49.7206,1.2269520944273,0,0,0.90952380952381,25.1449270324178
C1C(SCC(S1)O)O,0.159052929854599,-0.960805101180801,36.4956,1.25792680435625,0,0,0.928571428571429,0.0
CCCCCCCCCCCCCCC(=O)OCC,0.297285808594452,-1.2237754316221,81.9997,1.18826708456512,0,0,0.65,71.4581209097951
CC1=CN=C(S1)C,0.129535921349037,-0.188055088641721,32.4924,1.3823275007377,0,0,0.814285714285714,0.0
CC=CC1=CC=C(C=C1)OC,0.159649817529531,-0.788457360364269,47.881,1.27370215533864,0,0,0.838095238095238,10.9998878876064
CCC(C)O,0.159649817529541,-0.788457360364269,21.9517,1.10315708605087,0,0,0.895238095238095,58.8555099829516
CC1SCCSS1,-0.23166712225508,0.779003724319627,41.8811,1.43697783944421,0,0,0.819047619047619,35.313305989771
CC(=O)C(=O)C,0.297285808594471,-1.22377543162212,21.5408,1.19934466132483,0,0,0.952380952380952,50.2898540648355
CCCCCC(=O)C=C,0.15964981752954,-0.788457360364265,39.3475,1.21728971636466,0,0,0.938095238095238,25.1449270324178
CCC=CCC=O,0.159649817529542,-0.78845736036427,31.2648,1.22107545200645,0,0,0.938095238095238,25.1449270324178
C(CCN)CCN,0.371839380458509,-0.788457360364269,31.9788,1.1107217169416,0,0,0.895238095238095,47.0844079863613
CC1CCC=C2C1(CC(CC2)C(=C)C)C,0.0,0.0,67.4524,1.27819259388958,0,0,0.830952380952381,0.0
CC1(C2CCC(C2)(C1=O)C)C,0.159649817529543,-0.788457360364274,44.5438,1.25813817679817,0,0,0.885714285714286,25.1449270324178
CC1(C2CCC(O1)(CC2)C)C,0.159649817529551,-0.788457360364266,45.8581,1.21286419399697,0,0,0.857142857142857,164.795427952264
CC1CCC(C(C1)O)C(C)C,0.159649817529553,-0.788457360364263,47.4447,1.20166422897129,0,0,0.880952380952381,35.313305989771
CC(=CCC(CO)C(=C)C)C,0.159649817529548,-0.788457360364272,50.134,1.23445523934321,0,0,0.90952380952381,11.7711019965903
CC1CCC(OC(=O)C1)C(C)C,0.297285808594475,-1.22377543162211,47.4725,1.19915657021306,0,0,0.952380952380952,71.4581209097951
CC1=C(C=C(C=C1)C(C)C)O,0.159649817529528,-0.788457360364267,46.9841,1.26300172428928,0,0,0.938095238095238,42.6833431609212
C(C(C(C(C(CO)O)O)O)O)O,0.712263297752168,-2.10413415427021,38.4036,1.01148860292675,0,0,0.764285714285714,0.0
CC(C)CC(=O)O,0.297285808594475,-1.22377543162211,26.4202,1.1566167089646,0,1,0.952380952380952,67.828270193339
CC=CC=C,0.0,0.0,25.9679,1.30292935229889,0,0,0.728571428571429,0.0
CSCCCO,0.0826853666186134,-0.591612669735645,30.3446,1.20465917293754,0,0,0.880952380952381,23.5422039931806
CCCC=CC=O,0.15964981752954,-0.788457360364271,31.3166,1.22786999178455,0,0,0.938095238095238,25.1449270324178
CC(=O)S,0.0826853666186085,-0.591612669735649,19.0575,1.34368444696531,0,0,0.9,25.1449270324178
CC(C)CS,-0.0833296075870038,0.331531479730042,28.1323,1.31612333606596,0,0,0.814285714285714,11.7711019965903
CCC(C)S,-0.0833296075870078,0.331531479730041,28.0787,1.30965531539553,0,0,0.814285714285714,58.8555099829516
CC(C(=O)C)O,0.297285808594479,-1.22377543162212,22.4654,1.14278308644102,0,0,0.952380952380952,60.4582330221887
CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,0.297285808594415,-1.22377543162213,91.2142,1.24534687594594,0,1,0.940476190476191,67.828270193339
CC1CCCC2(C1(CCCC2)O)C,0.159649817529539,-0.78845736036426,54.5772,1.21063218959699,0,0,0.785714285714286,35.313305989771
CCCCC(C)O,0.159649817529545,-0.788457360364269,31.1537,1.15600273374626,0,0,0.852380952380952,58.8555099829516
COC1=C2C(=C(C(=C1)CC=C)OC)OCO2,0.526147639863745,-1.75785791755237,59.0386,1.22890155260898,0,0,1.0,43.9995515504257
CC1CCOC(C1)C=C(C)C,0.159649817529534,-0.788457360364263,48.4907,1.22653833317681,0,0,0.90952380952381,47.0844079863613
CC1=C(C(=CC=C1)O)C,0.159649817529542,-0.788457360364266,37.8345,1.27116339957806,0,0,0.814285714285714,42.6833431609212
CC(OC)OC,0.297285808594473,-1.22377543162212,23.7078,1.09413077310383,0,0,0.895238095238095,35.313305989771
CC1=CC=CO1,0.159649817529532,-0.788457360364274,23.4124,1.3113026532368,0,0,0.814285714285714,9.50734628624871
CCC1=NC(=C(O1)C)C,0.335257213064667,-1.02961941718116,35.2675,1.24084431087054,2,0,0.880952380952381,9.50734628624871
CC(=CCCC1=COC=C1)C,0.159649817529542,-0.788457360364273,47.4152,1.29645570608583,0,0,0.838095238095238,9.50734628624871
CCCCC(=O)OCC,0.29728580859447,-1.22377543162213,35.9897,1.1615115388839,0,0,0.952380952380952,71.4581209097951
C=CCSS(=O)CC=C,-0.0006997551142788,-0.346281114754728,46.6775,1.37483321459226,0,0,0.938095238095238,22.1564760350904
CCCC(=O)OCC(C)C,0.297285808594475,-1.22377543162211,40.3847,1.16871487434345,0,0,0.952380952380952,47.9159169166145
CCCCCOC(=O)CCC,0.297285808594481,-1.22377543162212,45.1149,1.17136780356806,0,0,0.923809523809524,59.6870189132048
CCC(=O)OCC(C)C,0.297285808594475,-1.22377543162211,35.7837,1.15012095240595,0,0,0.952380952380952,47.9159169166145
