SMILES,cluster,odour
CCOC(=O)C(C(C(=O)OCC)O)O,5,True
CC1CCCCC1=O,3,True
CCC(CC)O,3,True
CC(=CCC(CO)C(=C)C)C,5,True
CCCCOCC1=CC=CC=C1,5,True
CC1=CC=C(C=C1)CO,3,True
CC(C)CC(=O)OCC(C)C,5,True
CCCCOC(=O)CC,3,True
CC(C)CC=O,0,True
CC1CCCC(C1)O,3,True
CCCCC(=O)C,3,True
CCCCC=CC=CC=O,5,True
CC1=NC=CN=C1C,3,True
CCCCOC=O,3,True
C=CCSCC=C,3,True
CCCCCC1CCCC(=O)O1,5,True
CC(CCC=C(C)C)CC=O,5,True
CCCCCCC(C)O,5,True
CC(C)C(C)O,3,True
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,8,True
C1=CC=C(C=C1)CCO,3,True
CCOCC,0,True
CCC(=O)C(=O)C,0,True
CCCC(C)O,3,True
CCCCCCC=CC=O,5,True
C1=CC=C(C=C1)C(=O)CN,3,True
CCOC(=O)C1=CC=CO1,3,True
CCC(C)CO,3,True
CCC(C=C)O,0,True
CC(=O)OC1CCCCC1,5,True
C1=CC(=CC=C1CO)O,3,True
CC(=O)OCC1=CC=CO1,3,True
C1=COC(=C1)C=CC=O,3,True
CCCC(=O)OC,3,True
CCCCCCCC(=O)OCCC,6,True
CCCCC(=O)OC,3,True
CCCCCOC(=O)CC,5,True
CCSC,0,True
CSSC,0,True
CCSC(=O)C,0,True
CC(C)SC(C)C,3,True
CC1=CC=C(O1)C,0,True
CCCC(C)OC(=O)C,3,True
CCCCC(C)O,3,True
CCCCCCCCCCC(=O)OCC,6,True
CCCCCOC(=O)C,3,True
CCCCCCCC(C)O,5,True
CCCSSCCC,3,True
CCCCCCCCCCCCC,6,True
CCCCCC1CCC(=O)O1,5,True
CCC(=O)OC(C)C,3,True
CC1=CC=C(S1)C,0,True
CCCC(=O)OC(C)C,3,True
CCCCCOC=O,3,True
COC1=C(C=C(C=C1)C=C)OC,5,True
CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,9,True
C1=CC=C(C=C1)CCN,3,True
CCO,0,True
C(=O)O,0,True
CC(=O)O,0,True
CCCOC(=O)C(C)C,3,True
CC(C)CCC(=O)O,3,True
CC1=CCC(CC1=O)C(=C)C,1,True
CC1CCC2(O1)C(CCCC2(C)O)(C)C,9,True
CC(C)CCOC(=O)CC(C)C,6,True
CCCCCC=CC=CC=O,5,True
CCCCCC=O,3,True
CC(C)O,0,True
CC(=O)C,0,True
CCCC=CC=O,3,True
CCC=CCC=O,3,True
CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,9,True
C1=CC=C(C(=C1)C(=O)O)O,3,False
CC1=CCCC(C1C=CC(=O)C)(C)C,6,True
CCCCCCCCC(=O)C,5,True
CCCCCC1CCCC(=O)O1,5,True
CCCCCCC1CCC(=O)O1,5,True
CCCO,0,True
CCCCO,0,True
CCCCCO,3,True
C1=CC=CC=C1,0,True
CCCCCCC1CCCC(=O)O1,6,True
CI,0,True
CN,0,True
CS,0,True
CCC(C)C(=O)OCC,3,True
CCCCCCCC1CCC(=O)O1,6,True
CCCCCCCCC(=O)OCC=C,6,True
C=CCCCCCCCCC(=O)OCC=C,6,True
CCN,0,True
CC=O,0,True
CCS,0,True
CSC,0,True
CC(C)N,0,True
CC(C)S,0,True
CN(C)C,0,True
CC(C)(C)O,0,True
CC(C)(C)S,0,True
CC(CCC=C(C)C)CCO,6,True
CCCCC(=O)OCCC(C)CCC=C(C)C,8,True
CC1(C2CCC1(C(=O)C2)C)C,1,True
N,0,True
CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,7,True
CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,8,False
CC1N=C(CO1)C,3,True
CCCCOC(=O)C1=CC=CC=C1N,5,True
CCC(=O)C=CC1C(=CCCC1(C)C)C,6,True
ClCl,0,True
S,0,True
COC1=C(C=CC(=C1)C=C)O,3,True
CC1(C2CCC(C2)(C1=O)C)C,1,True
CC1=CC(=O)CC(C1)(C)C,1,True
CC(=CCCC(C)(C=C)O)C,5,True
CC(C)CN,0,True
CC(C)CO,0,True
CC(C)C=O,0,True
CC(=C)C=O,0,True
CCC(C)O,0,True
CCC(=O)C,0,True
CC(CN)O,0,True
CC(=O)C=O,0,True
CCC(=O)O,0,True
CC(=O)OC,0,True
CC(C)C(=O)O,0,True
CC(C(=O)O)S,0,True
CC1=C(C(CCC1)(C)C)C=CC(=O)C,6,True
CC1(C2CCC(C2)C1=C)C,1,True
CC(=C)C(=O)OC,0,True
CC1=C(C(=O)CC1)O,3,True
CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],2,True
CCCCCCCC(=O)C,5,True
CC1=CNC2=CC=CC=C12,3,True
CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],2,True
CCC(C)C(=O)OC,3,True
CC(C)COC(=O)C1=CC=CC=C1O,5,True
CCOC(=O)C1=CC=CC=C1N,5,True
COC1=C(C=C(C=C1Cl)Cl)Cl,3,True
CCOC(=O)C(C(C(=O)OCC)O)O,5,True
C=CCS,0,True
CC1CCOC(C1)C=C(C)C,5,True
CC(=O)C1=CC=CS1,0,True
C1=CC=C(C=C1)SSC2=CC=CC=C2,5,True
CC1CCC(=C(C)C)C(=O)C1,1,True
CC1=CC(=C(C=C1)C(C)C)O,5,True
C1=CC=C(C(=C1)C=O)O,3,True
COC1=CC=CC=C1O,3,True
CC1=CC=CC2=CC=CC=C12,3,True
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,7,True
C1=CC=C2C=CC=CC2=C1,3,True
C1=CC=C2C(=C1)C=CC=N2,3,True
CC1=CC2=C(C=C1)N=CC=C2,3,True
C1=CC=C2C(=C1)C=CC(=O)O2,3,True
C1=CC=C(C=C1)C2=CC=CC=C2,5,True
COC1=CC2=CC=CC=C2C=C1,5,True
COC1=C(C=C(C=C1)CC=C)OC,5,True
CCOC1=CC2=CC=CC=C2C=C1,5,True
COC(=O)C1=CC=CC=C1,3,True
CCOC(=O)C1=CC=CC=C1,3,True
CC(C1=CC=CC=C1)OC(=O)C,5,True
CCCOC(=O)C1=CC=C(C=C1)O,5,True
CCCCOC(=O)C1=CC=C(C=C1)O,5,False
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,7,True
C=CCC1=CC2=C(C=C1)OCO2,3,True
CCOC(=O)CCSCC1=CC=CO1,5,True
CC1=CC=CC=C1C,3,True
CC1=CC=CC=C1O,3,True
C1=CC=C(C(=C1)O)Br,0,True
C1=CC=C(C(=C1)O)Cl,0,True
CC1=CC(=C(C=C1)C)C,3,True
CC1=C(C=C(C=C1)O)C,3,True
CC1=CC(=C(C=C1)C)O,3,True
CC1=CC(=C(C=C1C)C)C,1,True
CCC(=O)CC,0,True
C1CC(=O)OC1,0,True
CCC(=O)OC1CC(CC=C1C)C(=C)C,6,True
COC1=C(C=CC(=C1)CC=C)O,5,True
CCOC(=O)C(C)C,3,True
CCOC(=O)C(=C)C,3,True
CCOC(=O)C(C)O,3,True
CC(C)COC(=O)C(C)C,5,True
CCCCOC(=O)C(C)C,5,True
CCC(CC)CO,3,True
C1CC(OC1)CO,3,True
C1=COC(=C1)CO,0,True
C1=COC(=C1)C=O,0,True
CC(C)(C)C1=CC=C(C=C1)O,1,True
CC(C)C1=CC=CC=C1,3,True
CC(=O)C1=CC=CC=C1,3,True
CC1=CCC(CC1O)C(=C)C,1,True
CC1=CC=C(C=C1)C(=O)OC,3,True
CC1=CCC(=CC1)C(C)C,1,True
CC1=CC=C(CC1)C(C)C,1,True
CC1=CC=C(C=C1)C(C)C,5,True
CCCCCCC1CCC(=O)O1,5,True
CC(C)CC(=O)C,3,True
CC(C)CC(C)O,3,True
CC(C)OC(=O)C,3,True
CC(=O)OC(=O)C,0,True
CC1=CC(=CC=C1)C,3,True
C1=CC(=CC(=C1)O)O,0,True
CC1=NC(=CC=C1)C,3,True
CCOC(=O)CC(C)C,3,True
CC(C)CC(=O)CC(C)C,5,True
CC(C)CC(C)OC(=O)C,5,True
CC1=CC=CC=C1,0,True
C1CCC(CC1)O,3,True
C1CCC(=O)CC1,3,True
C1=CC=C(C=C1)O,0,True
C1=CC=C(C=C1)S,0,True
CC1=CC=CC=N1,0,True
CCCCOC(=O)CC(C)C,5,True
CCCCOC(=O)CCC,5,True
CCCCC(=O)O,3,True
CCCOC(=O)C,3,True
CCCCN,0,True
CCCCS,0,True
C(CS)CS,0,True
CCNCC,0,True
CCOC=O,0,True
CCON=O,0,True
C1=COC=C1,0,True
C1CCSC1,0,True
C1=CSC=C1,0,True
CC(C)COC(=O)C,3,True
CCCCCCCCCC(=O)OCC,6,True
CCCCCC(=O)C,3,True
CCCCCC,3,True
CCCCCN,3,True
C(CCN)CN,3,True
CCCCC=O,0,True
CCCCCS,3,True
CCCOC=O,0,True
CCSSCC,0,True
C1CNCCN1,0,True
C1=CC=NC=C1,0,True
C1CCNCC1,3,True
CC(=CCCC(=O)C)C,3,True
CCCCCC#CC(=O)OC,5,True
CCCCCCC(=O)C,5,True
CCCCCCC(=O)O,3,True
CCOCCOC(=O)C,3,True
C(CCCCC(=O)O)CCCC(=O)O,6,True
CCCCCCN,3,True
CCCCCCO,3,True
C(CC=O)CC=O,0,True
CCCCCCS,3,True
CCOCCCO,3,True
CCCSCCC,3,True
CC(=O)OCCOC(=O)C,3,True
CCCCCCCC,5,True
CCCCCCC=C,3,True
CCCCCCCO,3,True
CCCCCCC=O,3,True
COCCOCCO,3,True
CCCCCCCCCCCC(=O)OC,6,True
CCCCCCCCC,5,True
CCCCCCCCO,5,True
CCCCCCCCS,5,True
CCOCCOCCO,3,True
CC(CCC=C(C)C)CCO,6,True
CCCC=CC(=O)C,3,True
CCCCCCCCC(=O)O,5,True
CCCCCCCOC(=O)C,5,True
CCCCOCCOC(=O)C,5,True
CCCCCCCCCC(=O)C,6,True
CCCCCCCCOC(=O)C,6,True
CCCCCCCCCCOC(=O)C,6,True
CCCCCCCCCCO,6,True
CCCCCCCCCC=O,5,True
CCCCCCCCCCC(=O)O,6,True
CCCCCCCCCCCC,6,True
CCCCCCCCCCCO,6,True
CCCCCCCCCCC=O,6,True
CCCCCCCCCCCCO,6,True
CCCCCCCCCCCCS,6,True
CCCCCCCCCCCCOC(=O)C,8,True
CCCCCCCCCCCCCO,6,True
CCCCCCCCCCCCCCO,8,True
CCCCCCCCCCC,6,True
CC1=C(N=C(C(=N1)C)C)C,3,True
CC1C2CC2(CC1=O)C(C)C,1,True
CC1=CC(=O)CC(C1=O)(C)C,1,True
CC(C)(C=C)O,3,True
CC(=CCCC(C)(C=C)OC(=O)C)C,6,True
CC12CCC3C(C1CC=C2)CCC4C3(CCC(C4)O)C,9,True
CC1=C(C(CC=C1)(C)C)C=O,1,True
CCC(C)C(=O)O,3,True
CCOC(=O)C1=CC=CC=C1O,5,True
CC1=CCCC(=C)C2CC(C2CC1)(C)C,9,True
CC1=C(C(=O)C=CO1)O,3,True
COC(=O)C1=CC=CC=C1O,3,True
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,5,True
C1CC(=O)OC2=CC=CC=C21,3,True
CC(=O)C1=CC=CO1,0,True
CC1(C2CCC(C2)(C1=O)C)C,1,True
CC1=CC=C(C=C1)C(C)(C)O,5,True
COC1=C(C=C(C=C1)C=O)OC,5,True
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,5,True
C1OC2=C(O1)C=C(C=C2)C=O,3,True
C1=CC=C2C(=C1)C=CN2,3,True
C1CCC(=O)C1,0,True
CCOC1=C(C=CC(=C1)C=O)O,5,True
COC1=C(C=CC(=C1)C=O)O,3,True
CCN(CC)CC,3,True
CC1=CC=C(C=C1)C(=O)C,3,True
CC(C)C1=CC=C(C=C1)C=O,5,True
CC(=O)CCC1=CC(=C(C=C1)O)OC,5,True
CC(=O)OCCCC1=CC=CC=C1,5,True
CC(=O)OC1=CC=CC=C1,3,True
C1=CC=C(C=C1)CCCO,3,True
C1=CC=C(C=C1)OCCO,3,True
CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,9,True
COC1=CC=C(C=C1)C=O,3,True
CCCC(C)C=O,3,True
CCCC(=O)CCC,3,True
CCOC(=O)CCC(=O)OCC,5,True
CCCCCCCCC(=O)OCC,6,True
CC1=CN=C(C=N1)C,3,True
CC(=CCCC(=C)C=C)C,5,True
CCC=O,0,True
CC(C)CCO,3,True
CC1OC(OC(O1)C)C,3,True
CCCCCC(=O)OCC,5,True
CCCC=O,0,True
CC=CC=O,0,True
C1CCNC1,0,True
CCCCOC(=O)C,3,True
CC(C)CCOC(=O)C,3,True
CCCCCCC(C)O,5,True
CCCCCCCC(=O)O,5,True
CCCCCCCCCCCCCC(=O)OC,8,True
CCCCCCCC=O,5,True
CCCCCCCCC=O,5,True
CNC,0,True
CC1=CCCC(C1C=CC(=O)C)(C)C,6,True
COC(=O)C1=CC=CC=C1C(=O)OC,5,True
CC(C)CCCCCCC=O,6,True
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,7,True
CCC1=NC(=CN=C1C)C,3,True
COC(=O)C1=CC=CC=C1N,3,True
CC1=CCC2C(C1)C2(C)C,1,True
C1=COC(=C1)CSCC2=CC=CO2,5,True
COCC1=CC=CO1,3,True
CSC(=O)C1=CC=CO1,3,True
CCC(C)CO,3,True
CCCCOC(=O)C(C)O,5,True
CC1=CCC(CC1)C(=C)C,1,True
CC1=CCCC(=C)C2CC(C2CC1)(C)C,9,True
CCC1=NC=CN=C1,3,True
CC1=NC=CN=C1CC(C)C,5,True
CCC(C)N,0,True
CC(=O)OCC1=CC=CC=C1,3,True
CC1=CC=C(C=C1)OC(=O)C,3,True
COC1=CC=C(C=C1)CC=C,5,True
CCOC(=O)C=C,0,True
CCCCC(=O)OCCC,5,True
CCOC(=O)C,0,True
CC(=CC(=O)C)C,3,True
CCOC(=O)CC(=O)C,3,True
CCCCCC(=O)O,3,True
CCCCCCC,3,True
CC=CC=CC=O,0,True
CCCCCCOC(=O)C,5,True
CCCCCCCCCCCC(=O)O,6,True
CCCCCCCCCO,5,True
CCCCCCCCCOC(=O)C,6,True
C1=CC=C(C=C1)C=CC=O,3,True
C1=CN(C=C1)CC2=CC=CO2,3,True
CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N,8,True
CCCCCCCCCS,5,True
CCC(C)C1CCCCC1=O,1,True
CCC(C)O,0,True
CCCCC(CC)C(=O)O,5,True
CC1CCC(C(C1)O)C(C)C,1,True
COC1=CC=C(C=C1)OC,3,True
CC(=O)SC,0,True
CC1=CCC(C1(C)C)CC#N,1,True
C1=CC=C(C=C1)CC(=O)C(=O)O,3,True
CCC(C)CO,3,True
C1CCC(CC1)S,3,True
CSCSC,0,True
CC(C1=CC=CC=C1)OC(=O)C,5,True
CC(C)(C)OC,3,True
CCCCCCCS,5,True
CC1CCOC(C1)C=C(C)C,5,True
CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,8,True
CCCCCCCCCC(C)O,6,True
CCCC=CC=O,3,True
CC1(C2CC1C3(C(C2)O3)C)C,1,True
CCCCCCCCC(=O)OC,6,True
CCC=CCCC=CC=O,5,True
C=CCOC(=O)CC1=CC=CC=C1,5,True
CCC1=NC=C(N=C1CC)C,5,True
CC(CCCC(C)(C)O)C=C,6,True
CCCCC=CC=O,3,True
CCCCCCC=CC=O,5,True
CC1CCCC2(C1(CCCC2)O)C,6,True
CCCCCCCC(=O)OCCC(C)C,6,True
CCCCCOC(=O)C1=CC=CC=C1O,5,True
CCCCCCC(C)OC(=O)C,6,True
CCCCOC(=O)C1=CC=CC=C1O,5,True
CCCCCC=CC=O,3,True
CC1=CCC(CC1O)C(=C)C,1,True
CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,9,True
CCCCC=CC=CC=O,5,True
C=CCSSCC=C,3,True
CCCSSCC=C,3,True
CCCCCC(=O)OCCC(C)C,6,True
CC1CCC(C(C1)O)C(C)C,1,True
CC1=CCC(CC1=O)C(=C)C,1,True
CCCCCC1=CC=CC=N1,5,True
CC1=CCC(CC1)C(C)(CCC=C(C)C)O,8,True
CC1CCC(C(C1)O)C(C)C,1,True
CC1(C2CCC1(C(C2)(C)O)C)C,1,True
CC1=NC=CN=C1C(=O)C,3,True
CC(CCC=C(C)C)CC=O,5,True
CC1NCCS1,0,True
CCC(C)COC(=O)C(C)CC,6,True
CCCCCC(C=C)O,5,True
CC(C)CC1=NC=CN=C1OC,5,True
CCCCCCCC=CC=O,5,True
CC(C)(C)C1=C(C=CC(=C1)OC)O,1,True
CC1=C(C=CS1)S,0,True
CCCCCOC(=O)CC(C)C,5,True
CCCCCC=CC=O,3,True
CC=CC1=CC=C(C=C1)OC,3,True
CCCCC(C)O,3,True
CC(C)CCCCCO,5,True
CCC1C(=O)C(=C(O1)C)O,3,True
CCCCCC1=CC=CC(=O)O1,5,True
CCCCCC(=O)C=CC,5,True
CCCCCC1CCCC(=O)O1,5,True
CC(C)CC(=O)OCC=C,5,True
CC1C(=C(C(=O)O1)O)C,3,True
C1=CSC=N1,0,True
CC1=NC=CN=C1SC,3,True
C1SSCSSS1,0,True
CSS(=O)(=O)C,0,True
CC1CCOC(C1)C=C(C)C,5,True
CCCCCCC=CC=CC=O,5,True
COC1=NC=CN=C1,0,True
CCC1=CC=CO1,0,True
CCC(C)C(=O)O,3,True
CSCCC=O,0,True
CCCCCCCCCC(=O)O,6,True
CC1CCC(=C(C)C)C(=O)C1,1,True
CCCCOC(=O)C(C)O,5,True
CC(CCO)CC(C)(C)C,1,True
CCSCC,0,True
COCCC1=CC=CC=C1,3,True
CCSSSCC,3,True
CC1C(=O)C(=C(O1)C)O,3,True
CSSSC,0,True
CCCCCCCCCCCCCCCCO,8,True
CCCCCC1=CC=CO1,5,True
CCCC(=O)C(=O)C,3,True
CCCCCCCC=CC=O,5,True
C1C(SCC(S1)O)O,3,True
CCCCCCCCCCCCCCC(=O)OCC,8,True
CC1=CN=C(S1)C,0,True
CC=CC1=CC=C(C=C1)OC,3,True
CCC(C)O,0,True
CC1SCCSS1,3,True
CC(=O)C(=O)C,0,True
CCCCCC(=O)C=C,3,True
CCC=CCC=O,3,True
C(CCN)CCN,3,True
CC1CCC=C2C1(CC(CC2)C(=C)C)C,9,True
CC1(C2CCC(C2)(C1=O)C)C,1,True
CC1(C2CCC(O1)(CC2)C)C,1,True
CC1CCC(C(C1)O)C(C)C,1,True
CC(=CCC(CO)C(=C)C)C,5,True
CC1CCC(OC(=O)C1)C(C)C,1,True
CC1=C(C=C(C=C1)C(C)C)O,5,True
C(C(C(C(C(CO)O)O)O)O)O,1,False
CC(C)CC(=O)O,3,True
CC=CC=C,0,True
CSCCCO,0,True
CCCC=CC=O,3,True
CC(=O)S,0,True
CC(C)CS,0,True
CCC(C)S,0,True
CC(C(=O)C)O,0,True
CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,9,True
CC1CCCC2(C1(CCCC2)O)C,6,True
CCCCC(C)O,3,True
COC1=C2C(=C(C(=C1)CC=C)OC)OCO2,7,True
CC1CCOC(C1)C=C(C)C,5,True
CC1=C(C(=CC=C1)O)C,3,True
CC(OC)OC,0,True
CC1=CC=CO1,0,True
CCC1=NC(=C(O1)C)C,3,True
CC(=CCCC1=COC=C1)C,5,True
CCCCC(=O)OCC,3,True
C=CCSS(=O)CC=C,3,True
CCCC(=O)OCC(C)C,5,True
CCCCCOC(=O)CCC,5,True
CCC(=O)OCC(C)C,3,True
